"state","county","malelifeexpect","femalelifeexpect","maleobesity","femaleobesity","malephysical","femalephysical","lifeexpectall","obesityall","physicalactivityall"
"Indiana","Allen",76.1,80.2,35.8,42.7,57.7,50.3,78.15,39.25,54
"Indiana","Bartholomew",74.6,79.2,35.8,35.3,49.8,50.5,76.9,35.55,50.15
"Indiana","Benton",74.3,80.7,36.2,36.8,56.8,50.5,77.5,36.5,53.65
"Indiana","Blackford",73.1,78.9,40.6,38.6,54.4,42.2,76,39.6,48.3
"Indiana","Boone",77.3,80.6,29.7,36.1,54.9,52.4,78.95,32.9,53.65
"Indiana","Brown",76.7,80.5,36.8,34.8,56.8,52.4,78.6,35.8,54.6
"Indiana","Carroll",75.6,80.4,39,37.5,54.9,46.3,78,38.25,50.6
"Indiana","Cass",74.1,79.3,40.2,41.7,54.5,44.4,76.7,40.95,49.45
"Indiana","Clark",74.1,78.5,36.9,38.6,50.7,46.3,76.3,37.75,48.5
"Indiana","Clay",74.6,79.2,40.2,41.6,50.6,50.2,76.9,40.9,50.4
"Indiana","Clinton",74.6,79.6,37.4,41.4,51.1,44.1,77.1,39.4,47.6
"Indiana","Crawford",72.8,79.4,38.6,41.2,48.9,45.1,76.1,39.9,47
"Indiana","Daviess",73.7,79.2,39.9,43.2,46.6,43.3,76.45,41.55,44.95
"Indiana","DeKalb",75,79.3,34.7,38.4,55.1,55,77.15,36.55,55.05
"Indiana","Dearborn",76.1,80.3,38.1,36.2,55.5,51.4,78.2,37.15,53.45
"Indiana","Decatur",74.4,80,39.2,35.8,48.2,48.3,77.2,37.5,48.25
"Indiana","Delaware",73.7,79.2,39.2,41.5,52.9,38.9,76.45,40.35,45.9
"Indiana","Dubois",76.9,80.3,35.5,37.9,52.5,51.6,78.6,36.7,52.05
"Indiana","Elkhart",76.4,80.9,33.3,41.6,49.6,48.2,78.65,37.45,48.9
"Indiana","Fayette",72.8,76.8,42.2,41.9,46,42.9,74.8,42.05,44.45
"Indiana","Floyd",74.4,78.8,36.6,35.4,51.9,45,76.6,36,48.45
"Indiana","Fountain",73.8,79.6,36.8,38.2,52,44.7,76.7,37.5,48.35
"Indiana","Franklin",75.2,80.4,38.3,34.9,53.8,50.7,77.8,36.6,52.25
"Indiana","Fulton",74.2,78.8,39.7,38.9,55.9,49.6,76.5,39.3,52.75
"Indiana","Gibson",75,79.7,37.3,37,52,47.1,77.35,37.15,49.55
"Indiana","Grant",72.3,78.7,37.9,41.4,54.2,42.6,75.5,39.65,48.4
"Indiana","Greene",73.6,79,36.6,39.3,51.9,46.2,76.3,37.95,49.05
"Indiana","Hamilton",79.2,83.2,27.3,29.3,58.5,54.8,81.2,28.3,56.65
"Indiana","Hancock",76.2,79.4,35.8,35.2,55.6,49.2,77.8,35.5,52.4
"Indiana","Harrison",74.4,80.1,38.5,36.1,49,45.1,77.25,37.3,47.05
"Indiana","Hendricks",77.5,81.7,35.7,37.9,54.1,53.3,79.6,36.8,53.7
"Indiana","Henry",73.4,78.9,40.9,39.2,47.4,45.3,76.15,40.05,46.35
"Indiana","Howard",74.2,78.7,38.2,42,52.7,44.4,76.45,40.1,48.55
"Indiana","Huntington",75.1,80.3,40.6,41.6,47.8,45.9,77.7,41.1,46.85
"Indiana","Jackson",73.2,78.8,36.6,36.7,51,48.7,76,36.65,49.85
"Indiana","Jasper",74.5,79.6,38.4,38.3,50.7,47.8,77.05,38.35,49.25
"Indiana","Jay",73.1,78.9,41,40.6,48.5,43.2,76,40.8,45.85
"Indiana","Jefferson",73.4,77.7,36.1,39.5,50.5,45.9,75.55,37.8,48.2
"Indiana","Jennings",72.7,78.1,38.2,37.1,50.8,45.1,75.4,37.65,47.95
"Indiana","Johnson",76.1,80.7,35.6,36.5,51.9,49.5,78.4,36.05,50.7
"Indiana","Knox",73.1,78.6,39.3,37.9,47.4,47.4,75.85,38.6,47.4
"Indiana","Kosciusko",75.5,80.4,36,39.3,51.9,48.7,77.95,37.65,50.3
"Indiana","LaGrange",75.3,79.8,39.5,45.8,43.7,42.3,77.55,42.65,43
"Indiana","LaPorte",73.6,78.9,40.2,40.5,53.1,48.9,76.25,40.35,51
"Indiana","Lake",73.2,79.2,39.2,43.7,50.7,46.9,76.2,41.45,48.8
"Indiana","Lawrence",72.9,79,36.2,39.4,53.1,46,75.95,37.8,49.55
"Indiana","Madison",73,78,41,44.7,50.4,43.3,75.5,42.85,46.85
"Indiana","Marion",73.2,78.5,34.2,41.3,49.7,46.1,75.85,37.75,47.9
"Indiana","Marshall",76.2,80.1,36.7,38.1,52.5,50.6,78.15,37.4,51.55
"Indiana","Martin",73.7,79.2,36.5,41.5,51.8,47.2,76.45,39,49.5
"Indiana","Miami",75.2,79.4,38.1,43.3,51.7,44.2,77.3,40.7,47.95
"Indiana","Monroe",77.3,81.5,32.1,32.6,58.3,55.2,79.4,32.35,56.75
"Indiana","Montgomery",74.5,80,36.1,39.9,51.4,45.8,77.25,38,48.6
"Indiana","Morgan",74.2,79.6,37.2,39.4,53.8,44.6,76.9,38.3,49.2
"Indiana","Newton",74.4,79.1,39.1,41.6,51.3,48.8,76.75,40.35,50.05
"Indiana","Noble",74.6,79.1,33.8,43.6,49,50.4,76.85,38.7,49.7
"Indiana","Ohio",73.2,79.1,38.2,36.6,52.2,47.6,76.15,37.4,49.9
"Indiana","Orange",72.8,79.4,36.8,42,45.7,46.4,76.1,39.4,46.05
"Indiana","Owen",73.3,78.6,39.5,39.9,48.4,45.8,75.95,39.7,47.1
"Indiana","Parke",74.3,79.9,39.3,42.5,49.3,44.3,77.1,40.9,46.8
"Indiana","Perry",75.6,79.4,37.4,39.4,50.6,46,77.5,38.4,48.3
"Indiana","Pike",75,79.7,38.9,39,50.8,49.9,77.35,38.95,50.35
"Indiana","Porter",75.9,80,36.3,37.3,52.1,48.1,77.95,36.8,50.1
"Indiana","Posey",75.3,81.2,37.8,37.1,54,50.5,78.25,37.45,52.25
"Indiana","Pulaski",74.2,78.8,40.2,38.4,48.9,48.7,76.5,39.3,48.8
"Indiana","Putnam",75.4,80.1,38.8,39.8,51.9,45.4,77.75,39.3,48.65
"Indiana","Randolph",75,79.8,39.1,41,46.5,42.5,77.4,40.05,44.5
"Indiana","Ripley",75.9,79.1,38,35.2,50.8,49.4,77.5,36.6,50.1
"Indiana","Rush",74.5,79,39,37.1,48.8,47.9,76.75,38.05,48.35
"Indiana","Scott",71.2,76.5,38.4,40.9,44.6,41.8,73.85,39.65,43.2
"Indiana","Shelby",73.9,79.1,39.5,38.4,50.1,47.5,76.5,38.95,48.8
"Indiana","Spencer",75.6,80.9,38.2,36,53.4,49.1,78.25,37.1,51.25
"Indiana","St. Joseph",75.2,79.9,35.5,39.4,59,47.7,77.55,37.45,53.35
"Indiana","Starke",72.5,76.5,42,41.3,45.1,44.9,74.5,41.65,45
"Indiana","Steuben",77.1,81.3,37.2,38.4,55.6,54.8,79.2,37.8,55.2
"Indiana","Sullivan",72.6,78.6,39.7,40.9,48.8,45.9,75.6,40.3,47.35
"Indiana","Switzerland",73.2,79.1,39.6,40.9,46.8,44.6,76.15,40.25,45.7
"Indiana","Tippecanoe",76.8,80.7,34.1,33.7,59.3,50.8,78.75,33.9,55.05
"Indiana","Tipton",76.2,79.2,35.7,38.3,54.9,47.7,77.7,37,51.3
"Indiana","Union",75.2,80.4,36.5,35.9,53.2,50.4,77.8,36.2,51.8
"Indiana","Vanderburgh",74.6,79,35.5,39.9,53.4,44.5,76.8,37.7,48.95
"Indiana","Vermillion",73.6,78,36.8,39.2,52.5,48.9,75.8,38,50.7
"Indiana","Vigo",73.3,78.5,37.6,40.5,47,47.1,75.9,39.05,47.05
"Indiana","Wabash",74.4,80.2,38.2,42.9,53.5,47.9,77.3,40.55,50.7
"Indiana","Warren",74.3,80.7,37.4,38.4,51.3,45,77.5,37.9,48.15
"Indiana","Warrick",77.1,80.4,35.6,35.1,62.3,50.3,78.75,35.35,56.3
"Indiana","Washington",72.6,77.9,38.1,39.1,45.3,43.7,75.25,38.6,44.5
"Indiana","Wayne",73.4,78.5,35.4,40.4,51.7,43.1,75.95,37.9,47.4
"Indiana","Wells",76.2,81.8,39.2,36.8,52.6,46.9,79,38,49.75
"Indiana","White",75.6,80.1,38.5,39.2,55.1,48.9,77.85,38.85,52
"Indiana","Whitley",76,80.7,36.5,42.3,56,54.3,78.35,39.4,55.15
"Iowa","Adair",76.3,81.5,37.3,33.9,55,54.9,78.9,35.6,54.95
"Iowa","Adams",76.3,80.8,36.8,36.1,54,53.9,78.55,36.45,53.95
"Iowa","Allamakee",77.2,81.2,36.7,34.8,57.5,51.9,79.2,35.75,54.7
"Iowa","Appanoose",75,80.2,36.9,38.5,53.6,53.6,77.6,37.7,53.6
"Iowa","Audubon",76.3,81.5,38.6,37,53.1,51.2,78.9,37.8,52.15
"Iowa","Benton",77.6,81.9,38.5,38,52.6,54.7,79.75,38.25,53.65
"Iowa","Black Hawk",76.7,80.7,35.8,37,53.5,50.3,78.7,36.4,51.9
"Iowa","Boone",75.6,80,39.9,37.3,53.2,53.2,77.8,38.6,53.2
"Iowa","Bremer",78.7,82.9,33.2,34.7,57.3,57.8,80.8,33.95,57.55
"Iowa","Buchanan",76.9,80.8,37.1,37,52.3,50.5,78.85,37.05,51.4
"Iowa","Buena Vista",76.2,81.4,38.9,36,50.4,53.1,78.8,37.45,51.75
"Iowa","Butler",76.9,82.8,35.8,33.7,54.2,50.9,79.85,34.75,52.55
"Iowa","Calhoun",77.3,81,36.5,35.7,56.2,54.5,79.15,36.1,55.35
"Iowa","Carroll",76.2,81.9,36.1,37.3,55.4,47.7,79.05,36.7,51.55
"Iowa","Cass",76.9,81.7,38.4,38.4,50.2,54.4,79.3,38.4,52.3
"Iowa","Cedar",77.9,83.2,39.9,37.1,51.8,54.9,80.55,38.5,53.35
"Iowa","Cerro Gordo",76.7,80.8,35.8,33.2,56.6,53.3,78.75,34.5,54.95
"Iowa","Cherokee",76.4,81.5,36.5,34.6,55.7,54,78.95,35.55,54.85
"Iowa","Chickasaw",76.9,82.8,36.5,35.5,56.5,51.8,79.85,36,54.15
"Iowa","Clarke",75.2,80.7,38.6,37,55.7,50.5,77.95,37.8,53.1
"Iowa","Clay",77.3,81.2,34.8,34,54.3,55.5,79.25,34.4,54.9
"Iowa","Clayton",76.6,82.7,36.5,35.7,57.3,52.7,79.65,36.1,55
"Iowa","Clinton",75.5,79.7,37.2,36.8,48.7,52.6,77.6,37,50.65
"Iowa","Crawford",76.1,80.9,39.5,37.8,51.3,42.9,78.5,38.65,47.1
"Iowa","Dallas",79.3,82.9,39.3,34.2,54.6,54.9,81.1,36.75,54.75
"Iowa","Davis",76.3,80.5,37.5,38.2,51.2,51.9,78.4,37.85,51.55
"Iowa","Decatur",75.2,80.7,36.3,36,51,50.3,77.95,36.15,50.65
"Iowa","Delaware",78.9,82.4,37.4,38.3,53.6,52.1,80.65,37.85,52.85
"Iowa","Des Moines",76.6,79.9,37.6,38.4,53.2,49.3,78.25,38,51.25
"Iowa","Dickinson",78.2,83.7,34.1,33.3,57.9,57.1,80.95,33.7,57.5
"Iowa","Dubuque",77.6,81.4,33.9,34.7,59.1,54.7,79.5,34.3,56.9
"Iowa","Emmet",76.4,81.1,36.9,37.8,53.8,51.8,78.75,37.35,52.8
"Iowa","Fayette",76.6,81.3,38.9,37.8,59,49.3,78.95,38.35,54.15
"Iowa","Floyd",77.6,81.3,35.3,34.9,55.7,52.2,79.45,35.1,53.95
"Iowa","Franklin",77.1,81.7,39.3,37.4,51.3,48.5,79.4,38.35,49.9
"Iowa","Fremont",75.5,80.5,38.7,37.2,55.9,56.6,78,37.95,56.25
"Iowa","Greene",76.6,81.8,38.8,38.8,52.1,49.7,79.2,38.8,50.9
"Iowa","Grundy",77.4,81.8,36.1,34,56.3,53.7,79.6,35.05,55
"Iowa","Guthrie",76.6,81.8,37.3,35.3,55.1,54.8,79.2,36.3,54.95
"Iowa","Hamilton",76.9,82.5,39.1,34.8,55,53.5,79.7,36.95,54.25
"Iowa","Hancock",77.1,81.7,36.4,36.1,55.4,53.5,79.4,36.25,54.45
"Iowa","Hardin",76.2,81.2,37.1,36.4,55.7,53.2,78.7,36.75,54.45
"Iowa","Harrison",74.3,79.8,39.1,35.7,54.3,49.6,77.05,37.4,51.95
"Iowa","Henry",76.7,81.7,37.4,35.6,53.5,51.9,79.2,36.5,52.7
"Iowa","Howard",77.8,82.4,37,36,55.5,50.8,80.1,36.5,53.15
"Iowa","Humboldt",76.7,82,36.7,37.7,54.5,51.5,79.35,37.2,53
"Iowa","Ida",75.5,79.7,37.4,34.3,55.1,52,77.6,35.85,53.55
"Iowa","Iowa",77.6,82.3,37.6,37.5,55.9,53.4,79.95,37.55,54.65
"Iowa","Jackson",76.1,81.3,37.4,36.6,58,55.4,78.7,37,56.7
"Iowa","Jasper",75.6,81.3,39.1,40,53.1,50.9,78.45,39.55,52
"Iowa","Jefferson",76.8,80.7,32.1,36,61.7,57.4,78.75,34.05,59.55
"Iowa","Johnson",78.3,83.5,25.3,27.2,55.1,64.5,80.9,26.25,59.8
"Iowa","Jones",77.6,82.1,36.4,36.2,58.1,55.5,79.85,36.3,56.8
"Iowa","Keokuk",77.6,82.3,36.1,37.1,54.1,53,79.95,36.6,53.55
"Iowa","Kossuth",78.4,81.9,34.8,36.8,54.7,53.1,80.15,35.8,53.9
"Iowa","Lee",74.6,79.9,38.5,37.7,53.9,52.3,77.25,38.1,53.1
"Iowa","Linn",78.2,82.1,36.3,35.2,54.6,53,80.15,35.75,53.8
"Iowa","Louisa",76.7,81.8,39.9,42.5,49.9,49.2,79.25,41.2,49.55
"Iowa","Lucas",75,80.2,37.6,40.2,54.2,50.9,77.6,38.9,52.55
"Iowa","Lyon",77,81.5,35.2,34.4,52.5,51.6,79.25,34.8,52.05
"Iowa","Madison",75.9,81.2,38.6,33.3,56.2,54.4,78.55,35.95,55.3
"Iowa","Mahaska",76.5,81,35.7,37.5,53.1,51.8,78.75,36.6,52.45
"Iowa","Marion",76.7,81.1,35.7,38.6,55.6,48.3,78.9,37.15,51.95
"Iowa","Marshall",73.6,81.2,38.8,39.7,51.2,50.2,77.4,39.25,50.7
"Iowa","Mills",75.2,80.1,38.2,33.4,57.6,53.9,77.65,35.8,55.75
"Iowa","Mitchell",77.8,82.4,37.5,35.4,56.9,52,80.1,36.45,54.45
"Iowa","Monona",75.5,79.7,36.9,35,54.4,48.4,77.6,35.95,51.4
"Iowa","Monroe",76.3,80.5,35.8,37.4,53.5,52.5,78.4,36.6,53
"Iowa","Montgomery",75.5,80.5,38.4,37.7,52,52.2,78,38.05,52.1
"Iowa","Muscatine",76.5,81,40.4,43.1,48.3,51.9,78.75,41.75,50.1
"Iowa","OBrien",76.4,81.5,35.4,35.8,49.6,55.3,78.95,35.6,52.45
"Iowa","Osceola",77,81.5,37.3,37.1,52.3,51.1,79.25,37.2,51.7
"Iowa","Page",75.2,80.2,38.4,37.3,56.4,51.8,77.7,37.85,54.1
"Iowa","Palo Alto",76.4,81.1,39,37.4,53.6,52.7,78.75,38.2,53.15
"Iowa","Plymouth",78.2,82.8,38.4,36.2,49.8,53,80.5,37.3,51.4
"Iowa","Pocahontas",76.7,82,35.5,34.9,56.5,55.4,79.35,35.2,55.95
"Iowa","Polk",76.4,81.1,35.9,35.4,52.9,52.9,78.75,35.65,52.9
"Iowa","Pottawattamie",74.7,79.9,38.8,37.4,53,50.2,77.3,38.1,51.6
"Iowa","Poweshiek",78,81.4,37,36.3,56.5,54.8,79.7,36.65,55.65
"Iowa","Ringgold",76.3,80.8,36,34.2,56.3,52.4,78.55,35.1,54.35
"Iowa","Sac",77.3,81,36.7,35.2,55.6,52.9,79.15,35.95,54.25
"Iowa","Scott",75.8,80.8,36.4,34.7,57.2,54.3,78.3,35.55,55.75
"Iowa","Shelby",76.9,81.7,38.9,36,54.2,49.5,79.3,37.45,51.85
"Iowa","Sioux",78,83.5,36.1,34.8,49.4,48.7,80.75,35.45,49.05
"Iowa","Story",79,82.7,34.7,34.3,56.6,56.8,80.85,34.5,56.7
"Iowa","Tama",77.4,81.8,38.1,37.7,52.4,49.1,79.6,37.9,50.75
"Iowa","Taylor",76.3,80.8,35.3,34.8,54.8,52.2,78.55,35.05,53.5
"Iowa","Union",75.9,81.2,36.8,33.6,55.8,51.4,78.55,35.2,53.6
"Iowa","Van Buren",76.8,80.7,37.6,36.7,54.2,55.4,78.75,37.15,54.8
"Iowa","Wapello",74.3,79,36.1,37.6,46.9,51.7,76.65,36.85,49.3
"Iowa","Warren",76.8,80.8,39.5,38.2,53.4,50.4,78.8,38.85,51.9
"Iowa","Washington",76.7,81.8,37.5,38,54.4,52,79.25,37.75,53.2
"Iowa","Wayne",76.3,80.5,36.1,37.4,54,54,78.4,36.75,54
"Iowa","Webster",75.4,78.9,38,36.8,53.7,50.8,77.15,37.4,52.25
"Iowa","Winnebago",76.7,82.1,36.1,33.7,57,52.6,79.4,34.9,54.8
"Iowa","Winneshiek",78.6,83.7,35.1,32.5,59.3,53.2,81.15,33.8,56.25
"Iowa","Woodbury",75.7,80.1,37.5,38.3,49.5,46.6,77.9,37.9,48.05
"Iowa","Worth",76.7,82.1,39.5,35.4,56.8,53.6,79.4,37.45,55.2
"Iowa","Wright",76.7,81.2,37.2,38,54.7,51.4,78.95,37.6,53.05
"Kansas","Allen",74.5,78.5,39.1,42.4,53.5,51.1,76.5,40.75,52.3
"Kansas","Anderson",75,82.1,38.5,40.8,52.7,47.5,78.55,39.65,50.1
"Kansas","Atchison",74.9,79.3,39.5,41.8,53.5,45.4,77.1,40.65,49.45
"Kansas","Barber",75.8,80.5,36.7,36.6,57.2,54,78.15,36.65,55.6
"Kansas","Barton",74.9,79.9,38.5,41.1,48.8,51.3,77.4,39.8,50.05
"Kansas","Bourbon",73.7,80.1,38.1,42.7,53.2,50,76.9,40.4,51.6
"Kansas","Brown",75.7,81.5,35.9,38.3,55.5,51.9,78.6,37.1,53.7
"Kansas","Butler",75.4,79.7,38.3,37.8,52.6,48.1,77.55,38.05,50.35
"Kansas","Chase",76,80.6,38.9,37,55.5,51.3,78.3,37.95,53.4
"Kansas","Chautauqua",72.4,78.1,37.5,40.4,52.6,47.9,75.25,38.95,50.25
"Kansas","Cherokee",71,77.5,41.1,41.8,51.2,47.3,74.25,41.45,49.25
"Kansas","Cheyenne",75.7,80.9,35.1,33.7,54.1,54.3,78.3,34.4,54.2
"Kansas","Clark",75.2,79.7,36.2,35.8,57.5,57.2,77.45,36,57.35
"Kansas","Clay",75.3,80.6,35.6,36,56.5,52.8,77.95,35.8,54.65
"Kansas","Cloud",75.3,80.6,37.4,36.6,54.3,53.1,77.95,37,53.7
"Kansas","Coffey",75,82.1,36.9,36.9,57.7,52.9,78.55,36.9,55.3
"Kansas","Comanche",75.2,79.7,37.2,37,56.1,53.4,77.45,37.1,54.75
"Kansas","Cowley",73.5,78.5,38.7,41.3,51.3,47.5,76,40,49.4
"Kansas","Crawford",73.2,78.6,39.5,40.2,47.3,49.3,75.9,39.85,48.3
"Kansas","Decatur",75.7,80.9,35,33.7,56.6,56.7,78.3,34.35,56.65
"Kansas","Dickinson",76.9,80.9,37.3,39.2,47.3,50.9,78.9,38.25,49.1
"Kansas","Doniphan",74.9,79.3,38.8,39.7,54.8,50.5,77.1,39.25,52.65
"Kansas","Douglas",77.7,81.7,31.8,32.6,60.4,54.8,79.7,32.2,57.6
"Kansas","Edwards",74.7,80.6,37.9,37.1,52.9,52.2,77.65,37.5,52.55
"Kansas","Elk",72.4,78.1,38.2,37.8,56.7,50.2,75.25,38,53.45
"Kansas","Ellis",76.5,80.8,35.8,34.1,53,54.4,78.65,34.95,53.7
"Kansas","Ellsworth",74.8,80.4,36.7,37.2,56.4,56.7,77.6,36.95,56.55
"Kansas","Finney",75.8,80.4,38.7,39.7,47.2,47.3,78.1,39.2,47.25
"Kansas","Ford",75.2,79.7,39.2,43.6,44.3,43.9,77.45,41.4,44.1
"Kansas","Franklin",74.3,79.7,38.3,39.5,53.1,48.3,77,38.9,50.7
"Kansas","Geary",73.2,78.7,35.2,38.6,55.2,51.5,75.95,36.9,53.35
"Kansas","Gove",76.7,80.9,34.4,33.1,57.4,56.9,78.8,33.75,57.15
"Kansas","Graham",76.7,80.9,34.7,35.5,55.9,54.5,78.8,35.1,55.2
"Kansas","Grant",75.8,80.3,37.5,38,55.2,53.9,78.05,37.75,54.55
"Kansas","Gray",75.8,80.4,41,41.2,46.5,47.4,78.1,41.1,46.95
"Kansas","Greeley",76.7,80.2,35.1,35.8,56.4,55.5,78.45,35.45,55.95
"Kansas","Greenwood",76,80.6,36.9,36,57.1,52.2,78.3,36.45,54.65
"Kansas","Hamilton",76.7,80.2,34.8,36.6,51.9,51.2,78.45,35.7,51.55
"Kansas","Harper",75.8,80.5,37.6,39.2,52.5,50.5,78.15,38.4,51.5
"Kansas","Harvey",77.3,81.3,37.7,38.3,49.8,46.9,79.3,38,48.35
"Kansas","Haskell",75.8,80.4,39.5,41.1,46.8,46.6,78.1,40.3,46.7
"Kansas","Hodgeman",76.8,81.7,37.2,36.4,56.8,56.4,79.25,36.8,56.6
"Kansas","Jackson",75.5,81,36.2,38.6,58.2,52.2,78.25,37.4,55.2
"Kansas","Jefferson",76.1,80.3,37.6,37.9,55.9,54.2,78.2,37.75,55.05
"Kansas","Jewell",76.5,81.5,36,34.9,56.5,55.6,79,35.45,56.05
"Kansas","Johnson",79.4,83,30.7,29,58.8,55.5,81.2,29.85,57.15
"Kansas","Kearny",75.8,80.3,37.4,39.1,49.9,50,78.05,38.25,49.95
"Kansas","Kingman",75.8,80.5,38.3,39.2,54.2,49.1,78.15,38.75,51.65
"Kansas","Kiowa",75.2,79.7,35.8,35.2,58.2,56.4,77.45,35.5,57.3
"Kansas","Labette",73.6,79.2,37.9,41.9,47.8,46.8,76.4,39.9,47.3
"Kansas","Lane",76.7,80.2,37.9,36.1,55.3,54.6,78.45,37,54.95
"Kansas","Leavenworth",75.7,80.5,36.7,39.5,53.4,48.8,78.1,38.1,51.1
"Kansas","Lincoln",74.8,80.4,35.6,37.4,55.2,55.4,77.6,36.5,55.3
"Kansas","Linn",74.5,78.5,37.7,40.5,53.9,48,76.5,39.1,50.95
"Kansas","Logan",76.7,80.9,34.8,32.6,56,55.1,78.8,33.7,55.55
"Kansas","Lyon",75.8,80.7,39,38.5,47.6,50.1,78.25,38.75,48.85
"Kansas","Marion",76.9,80.9,38.9,38.4,54.6,49.9,78.9,38.65,52.25
"Kansas","Marshall",76.6,81.3,37.3,34.9,54.7,53.7,78.95,36.1,54.2
"Kansas","McPherson",76.1,81,38.8,37.5,49.5,54.3,78.55,38.15,51.9
"Kansas","Meade",75.2,79.7,37,36.8,53.3,54,77.45,36.9,53.65
"Kansas","Miami",75.8,80.4,37,38.9,60.7,50.1,78.1,37.95,55.4
"Kansas","Mitchell",75.4,80.3,36.6,36.5,55.4,55,77.85,36.55,55.2
"Kansas","Montgomery",72.4,78.1,38.1,39.2,54.5,47.6,75.25,38.65,51.05
"Kansas","Morris",76,80.6,36.9,35.6,57.2,51.6,78.3,36.25,54.4
"Kansas","Morton",75.8,80.3,34.3,34.3,56.2,52.3,78.05,34.3,54.25
"Kansas","Nemaha",75.7,81.5,35,33.9,57.3,56.8,78.6,34.45,57.05
"Kansas","Neosho",74.2,79.4,39.3,39.1,47.7,47.7,76.8,39.2,47.7
"Kansas","Ness",76.8,81.7,36.7,34.7,57.4,57.4,79.25,35.7,57.4
"Kansas","Norton",76.7,80.9,35.8,35.6,55.2,52.7,78.8,35.7,53.95
"Kansas","Osage",75,80.7,38.5,40.9,53.2,48.7,77.85,39.7,50.95
"Kansas","Osborne",76.5,81.5,35.8,35.6,54.1,53.3,79,35.7,53.7
"Kansas","Ottawa",75.4,80.3,36.3,37.6,53.6,53.2,77.85,36.95,53.4
"Kansas","Pawnee",76.8,81.7,37.1,36.6,57,55.6,79.25,36.85,56.3
"Kansas","Phillips",76.7,80.9,36,34.9,56.4,53.8,78.8,35.45,55.1
"Kansas","Pottawatomie",75.5,81,37.3,35.8,54,54.5,78.25,36.55,54.25
"Kansas","Pratt",74.8,80.1,37.6,35.7,55.9,50.9,77.45,36.65,53.4
"Kansas","Rawlins",75.7,80.9,36.5,34.8,56.5,57.3,78.3,35.65,56.9
"Kansas","Reno",74.8,80.1,36.7,39.1,53.2,52.5,77.45,37.9,52.85
"Kansas","Republic",76.6,81.3,34.5,33.5,58.6,57.4,78.95,34,58
"Kansas","Rice",74.7,80.6,36.1,37.2,56.6,56.4,77.65,36.65,56.5
"Kansas","Riley",78.3,82.3,32,33.1,59.7,55.5,80.3,32.55,57.6
"Kansas","Rooks",76.5,81.5,35.4,34.5,56.3,54.4,79,34.95,55.35
"Kansas","Rush",76.8,81.7,37.4,36.7,53.7,53.4,79.25,37.05,53.55
"Kansas","Russell",74.8,80.4,36.6,36.7,55.8,54,77.6,36.65,54.9
"Kansas","Saline",75.4,80.3,37.1,41.6,53.8,51.7,77.85,39.35,52.75
"Kansas","Scott",76.7,80.2,37.8,37.1,56.5,53.5,78.45,37.45,55
"Kansas","Sedgwick",75.4,79.8,34.9,39,50.1,47.9,77.6,36.95,49
"Kansas","Seward",74,79.6,38.6,42.2,41.7,42.6,76.8,40.4,42.15
"Kansas","Shawnee",74.7,80.4,38.1,39.6,56.5,50,77.55,38.85,53.25
"Kansas","Sheridan",76.7,80.9,34.9,34.1,57.8,56.8,78.8,34.5,57.3
"Kansas","Sherman",75.7,80.9,37.4,35.5,54.1,53.5,78.3,36.45,53.8
"Kansas","Smith",76.5,81.5,35.2,34.5,54.7,52.5,79,34.85,53.6
"Kansas","Stafford",74.7,80.6,37.6,37.7,54.4,52.8,77.65,37.65,53.6
"Kansas","Stanton",76.7,80.2,38.9,40.5,48,46.9,78.45,39.7,47.45
"Kansas","Stevens",75.8,80.3,36.3,36.7,55.1,51.3,78.05,36.5,53.2
"Kansas","Sumner",73.9,79.2,39.6,41.5,52.4,48.2,76.55,40.55,50.3
"Kansas","Thomas",75.7,80.9,37.4,33.6,56.3,55.3,78.3,35.5,55.8
"Kansas","Trego",76.7,80.9,36.2,35.8,54.9,55.1,78.8,36,55
"Kansas","Wabaunsee",75,80.7,37.2,35.4,58.9,52.1,77.85,36.3,55.5
"Kansas","Wallace",76.7,80.2,36.9,36.7,55.4,53.7,78.45,36.8,54.55
"Kansas","Washington",76.6,81.3,36.6,35.9,53.9,52.4,78.95,36.25,53.15
"Kansas","Wichita",76.7,80.2,35.8,37.6,52.4,51.1,78.45,36.7,51.75
"Kansas","Wilson",74.2,79.4,39.4,38.7,50.7,45.5,76.8,39.05,48.1
"Kansas","Woodson",74.2,79.4,36.3,37.4,55.5,51.2,76.8,36.85,53.35
"Kansas","Wyandotte",71.8,77.7,41.1,50.1,43.8,37.8,74.75,45.6,40.8
"Kentucky","Adair",73.6,78.5,40.7,43.4,43.3,40.7,76.05,42.05,42
"Kentucky","Allen",72.2,76.7,38.2,42.2,46.8,40.9,74.45,40.2,43.85
"Kentucky","Anderson",74.9,78.7,39.2,35.7,54.8,44.9,76.8,37.45,49.85
"Kentucky","Ballard",72.1,78.5,38.2,38.1,50.8,46.4,75.3,38.15,48.6
"Kentucky","Barren",73.2,79.2,34.7,39.3,51.1,42.1,76.2,37,46.6
"Kentucky","Bath",70.6,77.6,41.4,43.5,44.5,38.5,74.1,42.45,41.5
"Kentucky","Bell",68.8,74.9,41.3,43.5,46.3,38,71.85,42.4,42.15
"Kentucky","Boone",75.5,80.4,35.8,34.6,55.6,51.6,77.95,35.2,53.6
"Kentucky","Bourbon",72.4,79.1,39,41.8,52.6,44.5,75.75,40.4,48.55
